id,customer_id,name,age,income,gender,purchase_date,purchase_amount,coupon_used,discount_amount,payment_method,product_category,clv,churn_flag,segment,inserted_at
924,c37874cc-57e4-43f5-8e3d-a07566ccbb33,Michael Smith,72,86616,0,2025-03-28 05:42:52.000000,633.44,true,131.32,Net Banking,Electronics,633.44,1,0,2025-04-19 21:00:00.000000
925,a614ee98-49aa-4404-9e73-ae96a64ada1f,Donald Durham,55,148722,0,2025-03-24 01:36:17.000000,647.89,false,0.00,Cod,Clothing,647.89,1,2,2025-04-19 21:00:00.000000
926,9853d30c-19b6-4246-a9ec-b44cca5d6995,Marvin Villa,62,37437,1,2025-03-30 11:19:23.000000,864.37,false,0.00,Cod,Sports,864.37,1,1,2025-04-19 21:00:00.000000
927,7392b32f-7f17-40b5-b7b7-65a5fb093cb4,Terry Palmer,71,139275,0,2025-03-24 04:05:16.000000,119.90,true,16.82,Paypal,Sports,119.90,1,2,2025-04-19 21:00:00.000000
928,271b2fdf-7d3e-4a6d-97aa-b35b93b0e6de,Jade Hayes,69,90265,1,2025-04-01 17:40:08.000000,409.89,true,77.95,Net Banking,Books,409.89,1,3,2025-04-19 21:00:00.000000
929,62b08b3f-2f8b-4581-8b7b-0d2b758965d3,Mark Wu,61,22075,1,2025-04-16 15:43:13.000000,293.04,false,0.00,Cod,Clothing,293.04,0,1,2025-04-19 21:00:00.000000
930,3957badd-e059-4291-bded-30220bca56f6,Kimberly Fleming,55,120139,0,2025-03-27 05:23:14.000000,279.04,false,0.00,Paypal,Sports,279.04,1,2,2025-04-19 21:00:00.000000
931,fd3ace6e-a710-4ffe-a431-294363260966,Thomas Davis,58,131983,0,2025-03-21 04:22:32.000000,107.38,false,0.00,Credit Card,Groceries,107.38,1,2,2025-04-19 21:00:00.000000
932,b03e523d-6ade-431a-bc66-cb03d2abddc8,Amber Martinez,67,37974,1,2025-04-09 17:15:58.000000,313.03,true,32.47,Upi,Books,313.03,0,1,2025-04-19 21:00:00.000000
933,5ef9bc75-9761-4ef3-a4a1-162134971c6e,Sharon Osborne,61,100839,0,2025-04-09 01:22:39.000000,163.42,true,11.98,Upi,Home Decor,163.42,0,3,2025-04-19 21:00:00.000000
934,d5d81a81-9034-4205-bb70-fbb6b7ad69dc,Derrick Castillo,73,112523,0,2025-04-17 21:35:32.000000,729.24,false,0.00,Cod,Clothing,729.24,0,3,2025-04-19 21:00:00.000000
935,58a737a9-93e2-45af-9392-0e09290324ee,Oscar Simpson,69,112702,1,2025-03-29 13:28:14.000000,914.38,false,0.00,Credit Card,Home Decor,914.38,1,3,2025-04-19 21:00:00.000000
936,4c50b27e-005a-4e12-b799-89caff290336,Samantha Heath,74,130785,1,2025-04-07 00:05:47.000000,126.50,false,0.00,Cod,Sports,126.50,0,2,2025-04-19 21:00:00.000000
937,07507427-9f68-4433-9835-d05fb9ddf801,Kevin Cook,67,126934,1,2025-03-29 05:24:05.000000,319.29,true,73.41,Paypal,Books,319.29,1,2,2025-04-19 21:00:00.000000
938,e5eada81-9de9-4350-833d-568232bdf5b3,Joshua Carroll,61,88696,0,2025-04-05 22:47:17.000000,855.50,true,104.48,Net Banking,Clothing,855.50,0,3,2025-04-19 21:00:00.000000
939,4e7cf537-28d5-4b03-9a02-9acc34f6cc35,Brenda Martinez,66,99875,0,2025-03-26 13:38:17.000000,168.45,false,0.00,Cod,Books,168.45,1,3,2025-04-19 21:00:00.000000
940,5aa8594e-79cf-443e-a5bb-5568d011a259,Jennifer Kelly,20,135821,0,2025-03-30 04:57:30.000000,196.42,true,40.88,Upi,Home Decor,196.42,1,2,2025-04-19 21:00:00.000000
941,e2e22d09-0d57-4efa-8e7b-acb8bd157392,James Hill,61,84724,0,2025-04-11 09:58:18.000000,167.67,false,0.00,Cod,Books,167.67,0,0,2025-04-19 21:00:00.000000
942,646b0c74-1d82-4b0f-9902-d91f11e8fd1c,Jeremiah Bryant,21,75608,0,2025-03-27 13:27:34.000000,28.27,false,0.00,Paypal,Sports,28.27,1,0,2025-04-19 21:00:00.000000
943,e5cbbadb-719f-4dd4-b887-28513c168f65,Tina White,35,103470,1,2025-03-25 08:24:45.000000,326.58,false,0.00,Upi,Sports,326.58,1,3,2025-04-19 21:00:00.000000
944,c83d988f-cd8c-4ec3-9dc6-cadcf3296c1e,Laura Johnston,28,121082,0,2025-03-26 18:25:50.000000,23.92,false,0.00,Credit Card,Sports,23.92,1,2,2025-04-19 21:00:00.000000
945,d11705fc-f307-4baa-9344-a00ef5c93346,Stephanie Turner,70,76753,0,2025-03-28 05:24:40.000000,700.78,false,0.00,Paypal,Electronics,700.78,1,0,2025-04-19 21:00:00.000000
946,987fe0aa-a287-4409-a7a5-9b4d1b9b4e54,Rebekah Mckenzie,50,113695,0,2025-04-11 02:41:43.000000,985.59,true,198.65,Credit Card,Books,985.59,0,3,2025-04-19 21:00:00.000000
947,5e0c4c87-f7b5-419b-ba9f-458103cd7d1e,Taylor Martinez,34,59280,0,2025-04-12 21:29:22.000000,369.80,true,36.38,Upi,Electronics,369.80,0,0,2025-04-19 21:00:00.000000
948,5520f3c4-6aa1-4bce-b436-303e6cd110e7,Sarah Young,23,78069,0,2025-03-29 10:14:04.000000,858.93,true,202.44,Upi,Clothing,858.93,1,0,2025-04-19 21:00:00.000000
949,32baa909-9693-4af3-961b-0c65d288a4c2,Kimberly Mccoy,30,26790,0,2025-04-09 11:54:32.000000,146.76,false,0.00,Credit Card,Electronics,146.76,0,1,2025-04-19 21:00:00.000000
950,c4c452aa-fb93-41e0-9547-02fb697b84e7,Joel Lambert,63,20404,1,2025-04-17 20:38:27.000000,850.86,false,0.00,Paypal,Clothing,850.86,0,1,2025-04-19 21:00:00.000000
951,f24788a7-b4f4-4326-8c90-178608416357,Daniel Murphy,73,134467,0,2025-03-26 19:04:00.000000,760.96,false,0.00,Upi,Clothing,760.96,1,2,2025-04-19 21:00:00.000000
952,260b2a3b-9673-4864-93fe-d50beaeb85fb,Dr. Rhonda Cantu,71,50191,0,2025-04-03 12:59:01.000000,791.65,false,0.00,Upi,Sports,791.65,1,1,2025-04-19 21:00:00.000000
953,233215de-c0a4-491e-b31d-3b4ded9b0173,Stephanie Wood,66,94030,0,2025-03-29 06:49:12.000000,351.74,false,0.00,Cod,Electronics,351.74,1,3,2025-04-19 21:00:00.000000
954,16c387af-e160-4279-ac94-32ff60cc6c2d,Leonard Dixon,27,85219,1,2025-03-27 21:45:39.000000,458.49,true,111.58,Upi,Electronics,458.49,1,0,2025-04-19 21:00:00.000000
955,fb2e3fd6-a055-476a-8979-c3efeb0901f0,Elizabeth Spencer,52,83775,0,2025-03-29 23:49:34.000000,131.56,true,37.72,Upi,Books,131.56,1,0,2025-04-19 21:00:00.000000
956,61fabac9-2519-43b2-bf5e-850a71bdb2e0,Timothy Decker,65,33936,0,2025-04-17 18:43:13.000000,991.37,false,0.00,Credit Card,Sports,991.37,0,1,2025-04-19 21:00:00.000000
957,5fdfe251-9fb9-42dd-b12d-daf1cad8a9a6,Stacy Park,31,22527,1,2025-04-05 02:21:19.000000,772.29,true,114.66,Paypal,Groceries,772.29,0,1,2025-04-19 21:00:00.000000
958,52558c62-50c4-438e-9034-c8c08c550ea7,Cory Miller,37,126651,1,2025-04-19 01:16:05.000000,946.71,false,0.00,Paypal,Electronics,946.71,0,2,2025-04-19 21:00:00.000000
959,32bd198c-16f0-478a-8819-53b197e0d4cb,Michael Schroeder,72,37461,1,2025-04-07 14:51:16.000000,411.92,true,114.52,Paypal,Books,411.92,0,1,2025-04-19 21:00:00.000000
960,c4c750be-110e-4d19-8c8b-d112d8e18648,Yvonne Vasquez,46,148380,0,2025-03-21 21:54:16.000000,451.60,true,95.61,Upi,Sports,451.60,1,2,2025-04-19 21:00:00.000000
961,ebb30dd4-0b1e-4c32-a390-632349531a1d,Ryan Garcia,23,42533,1,2025-04-03 04:04:17.000000,946.56,false,0.00,Credit Card,Sports,946.56,1,1,2025-04-19 21:00:00.000000
962,f4af4194-14e6-45ce-8985-6709a025a330,Troy Dyer,41,99907,1,2025-04-13 10:57:54.000000,242.79,false,0.00,Credit Card,Sports,242.79,0,3,2025-04-19 21:00:00.000000
963,51ecded1-e8e2-4d08-8ed0-d616cd00e90d,David Montgomery,70,64701,1,2025-04-08 04:44:46.000000,257.41,true,41.70,Paypal,Electronics,257.41,0,0,2025-04-19 21:00:00.000000
964,7127467c-9c51-4c83-af75-823e66995196,Madison Fritz,70,106543,0,2025-03-30 08:10:14.000000,816.03,true,170.64,Net Banking,Clothing,816.03,1,3,2025-04-19 21:00:00.000000
965,8155ea7b-aaf0-4581-bbeb-6382551d3ce2,Samantha Phillips,58,142105,1,2025-04-06 06:46:48.000000,560.83,true,101.24,Paypal,Electronics,560.83,0,2,2025-04-19 21:00:00.000000
966,a9fb1fa7-54d5-45d5-915d-c2a7d4dd6848,Virginia Nelson,21,120251,0,2025-03-25 01:42:20.000000,71.96,false,0.00,Upi,Home Decor,71.96,1,2,2025-04-19 21:00:00.000000
967,9b162595-933f-4f0b-8b03-b813021aef0c,Stephanie Jacobs,66,116340,1,2025-04-08 18:39:26.000000,635.13,false,0.00,Net Banking,Electronics,635.13,0,3,2025-04-19 21:00:00.000000
968,f4de5ced-e529-4d50-a924-f056bb597c77,Emily Gray,18,104494,0,2025-03-26 15:44:41.000000,794.75,true,217.93,Cod,Groceries,794.75,1,3,2025-04-19 21:00:00.000000
969,8391481c-dfc0-463e-915a-6d9208065731,Melissa Simpson,19,60813,0,2025-03-27 05:58:39.000000,785.90,false,0.00,Net Banking,Sports,785.90,1,0,2025-04-19 21:00:00.000000
970,ad8efac9-1813-494e-96a3-48bcd592b7fa,Ashley Wagner,44,61678,1,2025-04-12 00:58:24.000000,973.08,true,260.71,Upi,Groceries,973.08,0,0,2025-04-19 21:00:00.000000
971,ff3e7ce1-583d-410e-be8b-c0754e12aea1,Timothy Frye,54,133695,1,2025-04-01 07:16:01.000000,958.75,true,253.06,Credit Card,Home Decor,958.75,1,2,2025-04-19 21:00:00.000000
972,3f8cfd45-d7fc-4ab1-99c1-cd83d5bbfae3,Taylor Brown,29,109052,0,2025-04-03 15:37:21.000000,79.65,false,0.00,Upi,Clothing,79.65,1,3,2025-04-19 21:00:00.000000
973,6b831e30-0751-4f5d-9371-b57bef8d819f,Debra Thompson,74,69745,0,2025-04-03 10:35:28.000000,506.52,false,0.00,Credit Card,Home Decor,506.52,1,0,2025-04-19 21:00:00.000000
974,8b288fa4-7978-4bac-b4b8-713289593117,Steven Gonzales,18,147716,1,2025-03-28 00:40:26.000000,992.25,false,0.00,Net Banking,Clothing,992.25,1,2,2025-04-19 21:00:00.000000
975,20e5cae7-e8ce-4c8b-bb20-689b04a00693,Patrick Elliott,71,43696,1,2025-04-08 00:12:00.000000,89.38,false,0.00,Cod,Books,89.38,0,1,2025-04-19 21:00:00.000000
976,c40cf85e-f75f-49e5-93e3-27865bde2bdb,Jacob Oconnell,21,113691,1,2025-04-02 14:08:49.000000,910.99,false,0.00,Paypal,Books,910.99,1,3,2025-04-19 21:00:00.000000
977,eeac3c0a-fa99-41db-9caa-63a8c4ca0540,Rebecca Ruiz,63,120121,1,2025-04-07 05:02:36.000000,856.43,true,78.17,Net Banking,Groceries,856.43,0,2,2025-04-19 21:00:00.000000
978,ffd30b75-c1f1-4826-936a-91e2d1cfc509,Ronald Scott,39,139925,1,2025-04-05 16:40:49.000000,275.07,false,0.00,Cod,Clothing,275.07,0,2,2025-04-19 21:00:00.000000
979,8980033a-2968-49ec-b9b6-aa4c2ae6ed59,Kristen Wheeler,25,75673,1,2025-04-09 12:07:19.000000,953.60,true,94.94,Net Banking,Electronics,953.60,0,0,2025-04-19 21:00:00.000000
980,cc59d7e2-6b7c-4496-8eb8-a17dc48d32e3,Donna Murphy,72,114494,1,2025-04-16 08:06:28.000000,398.92,false,0.00,Credit Card,Groceries,398.92,0,3,2025-04-19 21:00:00.000000
981,a06ab6b2-f875-4480-807c-dda9c3ba664f,Jill Trujillo,37,126024,1,2025-04-19 02:47:15.000000,396.64,false,0.00,Credit Card,Home Decor,396.64,0,2,2025-04-19 21:00:00.000000
982,a0a7d0c4-d81e-45ab-8bfa-5c3bece215cf,Kristin Allen,44,71112,0,2025-04-15 16:27:18.000000,303.03,true,76.12,Upi,Electronics,303.03,0,0,2025-04-19 21:00:00.000000
983,24eb13ca-9841-4c6a-9656-d17e432d34fa,Jessica Gray,38,74033,0,2025-04-16 06:06:47.000000,868.40,false,0.00,Net Banking,Electronics,868.40,0,0,2025-04-19 21:00:00.000000
984,7f0c8e8d-5de1-43ae-967a-0878bf1999d6,Christine Brown,45,133419,0,2025-03-30 07:40:27.000000,933.54,false,0.00,Upi,Electronics,933.54,1,2,2025-04-19 21:00:00.000000
985,7990b5c0-890b-4b9a-88ff-1a331d787860,David Donaldson,30,65025,0,2025-04-01 10:20:20.000000,339.93,false,0.00,Cod,Electronics,339.93,1,0,2025-04-19 21:00:00.000000
986,42bb47ae-9ce8-4926-9f16-e327b4cd81c8,Lisa Hickman,69,58134,0,2025-03-28 12:06:39.000000,997.89,false,0.00,Cod,Groceries,997.89,1,0,2025-04-19 21:00:00.000000
987,2cde2ba9-097d-4cfa-8175-f6746a1b8fc6,William Lee,63,66300,1,2025-04-15 01:57:20.000000,24.70,true,1.49,Paypal,Books,24.70,0,0,2025-04-19 21:00:00.000000
988,db008c08-7790-4ab3-8f86-bcc1325d5d20,Elizabeth Powers,21,56672,1,2025-04-09 02:44:26.000000,83.23,false,0.00,Paypal,Books,83.23,0,0,2025-04-19 21:00:00.000000
989,0e43c0ac-954a-4b06-8803-7b9ad2884bce,Margaret Landry,29,65917,0,2025-04-07 11:13:05.000000,148.27,true,33.97,Credit Card,Electronics,148.27,0,0,2025-04-19 21:00:00.000000
990,a2fbe8f2-e299-4293-80b9-49d34ce5e84b,Peter Gomez,68,70686,0,2025-04-06 18:24:01.000000,530.00,false,0.00,Upi,Books,530.00,0,0,2025-04-19 21:00:00.000000
991,3624506b-072f-4f8e-97a5-01bc145da1fd,Susan Johnson,56,102652,1,2025-04-17 22:25:49.000000,417.79,false,0.00,Net Banking,Home Decor,417.79,0,3,2025-04-19 21:00:00.000000
992,4e201552-1fd5-4645-8499-e0ee4e533cfd,Jenny Wolfe DVM,21,108876,0,2025-03-24 03:53:40.000000,424.45,true,75.60,Net Banking,Books,424.45,1,3,2025-04-19 21:00:00.000000
993,dfbd65d2-7baf-449b-8870-91927cfeaef6,Ronald Mann,46,43378,1,2025-04-08 17:24:16.000000,684.15,true,43.97,Net Banking,Home Decor,684.15,0,1,2025-04-19 21:00:00.000000
994,8ef8fde6-5424-45b7-a2c9-6dfba98aa666,Paul Johnson,28,112345,0,2025-04-17 10:53:00.000000,233.98,true,63.46,Upi,Clothing,233.98,0,3,2025-04-19 21:00:00.000000
995,523819ec-dade-4858-9fb5-61c827e2f616,Nicholas Rivera,59,88442,1,2025-04-11 00:48:41.000000,637.57,false,0.00,Paypal,Home Decor,637.57,0,3,2025-04-19 21:00:00.000000
996,ca68a166-4e17-40de-876f-60c4e8205c43,Pamela Ellis,67,120876,1,2025-03-31 04:37:22.000000,452.87,false,0.00,Paypal,Sports,452.87,1,2,2025-04-19 21:00:00.000000
997,873ef3cc-6cb9-4fdd-a61c-badcd94641e0,Rachel Galvan,62,68431,1,2025-04-01 18:04:53.000000,578.39,false,0.00,Cod,Clothing,578.39,1,0,2025-04-19 21:00:00.000000
998,7348feeb-a684-4945-b366-6238e8d7641c,Tammy Vazquez,38,83188,1,2025-03-26 21:19:38.000000,217.43,true,11.08,Credit Card,Sports,217.43,1,0,2025-04-19 21:00:00.000000
999,a61949c3-439d-4267-a3e2-372dc96b38ba,Jennifer Norris,36,131636,1,2025-03-31 19:30:45.000000,28.42,false,0.00,Upi,Home Decor,28.42,1,2,2025-04-19 21:00:00.000000
1000,95f37e97-0f0c-4531-b42c-220597afa945,Dustin Nelson,31,59251,1,2025-04-14 09:48:31.000000,633.05,true,166.13,Paypal,Groceries,633.05,0,0,2025-04-19 21:00:00.000000
1001,ead71968-6ca3-40cb-b9cf-4620e171697c,Ryan Wagner,46,32835,0,2025-03-21 19:56:19.000000,773.63,false,0.00,Upi,Electronics,773.63,1,1,2025-04-19 21:00:00.000000
1002,9cf9da55-fdbf-4b03-a70d-d0f003330d31,Monica Hughes,68,23427,1,2025-04-15 20:16:18.000000,286.04,false,0.00,Cod,Books,286.04,0,1,2025-04-19 21:00:00.000000
1003,01b1cbeb-2288-4439-bafd-b3578cf39a1a,Jeff Howell,66,91414,0,2025-04-16 15:33:08.000000,852.36,true,129.67,Paypal,Home Decor,852.36,0,3,2025-04-19 21:00:00.000000
1004,eef81157-e727-4618-8d8a-cf3877703a39,Kim Baker,54,43136,0,2025-03-30 15:49:15.000000,475.68,true,31.31,Credit Card,Sports,475.68,1,1,2025-04-19 21:00:00.000000
1005,393cff97-1ac3-412c-bb0e-1db30fd533ab,Sandra Durham,31,36621,1,2025-04-07 12:56:06.000000,201.60,true,44.41,Cod,Home Decor,201.60,0,1,2025-04-19 21:00:00.000000
1006,3fe50866-d8cc-42ee-a578-bd35965e6752,Kaitlyn Nelson,62,31133,0,2025-03-29 03:22:47.000000,432.40,true,63.10,Net Banking,Groceries,432.40,1,1,2025-04-19 21:00:00.000000
1007,d804b0d3-5a78-4b93-81ce-cd71afe5180d,Gabriel Smith,63,100882,1,2025-04-03 21:18:30.000000,606.79,false,0.00,Cod,Home Decor,606.79,1,3,2025-04-19 21:00:00.000000
1008,a32c3e0e-7e8a-4f30-bffc-15f45f91ac92,Amy Pham,45,36131,0,2025-03-30 17:46:05.000000,522.13,false,0.00,Cod,Clothing,522.13,1,1,2025-04-19 21:00:00.000000
1009,7539d857-bd75-474a-8356-fd896d50cef3,Robert Reynolds,74,57059,1,2025-04-16 16:24:05.000000,283.45,true,64.49,Paypal,Clothing,283.45,0,0,2025-04-19 21:00:00.000000
1010,2c115b8a-85c0-41f3-9fb0-055e49faf344,Zachary Pierce,60,61393,1,2025-03-31 06:04:04.000000,732.60,false,0.00,Net Banking,Home Decor,732.60,1,0,2025-04-19 21:00:00.000000
1011,b18be923-7fe1-4ca6-b039-2c0a15a408a1,Lisa Williams,73,67462,1,2025-04-14 03:47:44.000000,397.84,false,0.00,Cod,Groceries,397.84,0,0,2025-04-19 21:00:00.000000
1012,d5ccb954-e741-49ac-ba5a-903569b2fd3a,Kristi Wright,41,25545,0,2025-04-04 06:01:06.000000,766.33,false,0.00,Upi,Sports,766.33,1,1,2025-04-19 21:00:00.000000
1013,0484fab2-63a8-4285-8e88-b5104bf39ff4,Erica Hall,59,117015,0,2025-04-14 10:46:34.000000,382.77,false,0.00,Paypal,Books,382.77,0,3,2025-04-19 21:00:00.000000
1014,2bc66452-c19b-4448-94c6-4f261cb0f1f8,Susan Blake,68,46084,0,2025-04-05 19:01:07.000000,345.75,false,0.00,Net Banking,Electronics,345.75,0,1,2025-04-19 21:00:00.000000
1015,94e0f3bf-d304-466b-ac0f-5c82f18e206d,Mike Davies,60,56484,1,2025-04-05 20:02:37.000000,706.05,false,0.00,Net Banking,Clothing,706.05,0,0,2025-04-19 21:00:00.000000
1016,bdfe67d2-e49f-47bd-a530-1ebed5b3520b,Francis Lopez DDS,48,109666,0,2025-04-07 23:44:30.000000,700.62,false,0.00,Paypal,Home Decor,700.62,0,3,2025-04-19 21:00:00.000000
1017,235509a1-d08c-440c-b72a-0e6799d258a8,Chris Spencer,61,149006,1,2025-04-02 23:40:23.000000,75.00,false,0.00,Credit Card,Clothing,75.00,1,2,2025-04-19 21:00:00.000000
1018,47ee1a45-b874-4611-85fa-b8357db67aaa,Rebecca Hicks,43,113487,1,2025-04-10 15:09:38.000000,189.54,false,0.00,Net Banking,Home Decor,189.54,0,3,2025-04-19 21:00:00.000000
1019,f93d2693-4513-46f8-8faf-aa002f9f84d0,Thomas Randall,31,69871,1,2025-03-22 20:26:51.000000,500.50,true,40.83,Upi,Groceries,500.50,1,0,2025-04-19 21:00:00.000000
1020,64120a26-0281-497d-96f4-ae7efca6e68c,Frank Cruz,20,80524,0,2025-04-10 12:36:29.000000,785.69,false,0.00,Cod,Sports,785.69,0,0,2025-04-19 21:00:00.000000
1021,3501b06a-6008-48fb-af29-58f99735eeb8,Eric Freeman,35,135979,0,2025-04-14 00:45:36.000000,783.64,false,0.00,Cod,Sports,783.64,0,2,2025-04-19 21:00:00.000000
1022,7c084077-46e9-45af-90a8-85ef8c3320d0,Matthew Berger,24,90961,1,2025-03-27 23:04:25.000000,515.76,true,79.57,Cod,Books,515.76,1,3,2025-04-19 21:00:00.000000
1023,d6c5ca55-d768-43d4-a841-fe0d30e73710,Emma Andrade,26,136586,0,2025-03-24 04:29:54.000000,307.42,true,34.12,Credit Card,Books,307.42,1,2,2025-04-19 21:00:00.000000
1024,d5283912-b9d5-456b-bcbc-5f8fe049ecf0,James Tucker,25,37447,0,2025-04-17 23:48:37.000000,804.45,false,0.00,Credit Card,Groceries,804.45,0,1,2025-04-19 21:00:00.000000
1025,4ab6e21d-1c80-4200-90ed-1b5ac4cfc614,Danielle Phillips,73,87109,0,2025-04-08 00:24:03.000000,477.56,false,0.00,Paypal,Books,477.56,0,3,2025-04-19 21:00:00.000000
1026,83bc55f8-0070-487e-b703-903861aa7ce9,Patrick Smith,56,28509,1,2025-04-13 16:35:42.000000,931.99,false,0.00,Credit Card,Electronics,931.99,0,1,2025-04-19 21:00:00.000000
1027,a5569502-e595-45e3-bf52-4cb8da4b8773,Chad Love,22,141800,0,2025-03-21 20:11:35.000000,694.07,false,0.00,Upi,Home Decor,694.07,1,2,2025-04-19 21:00:00.000000
1028,a8a34d44-e937-4e90-87b3-df66ccd09666,Andrea Singh,19,123475,0,2025-03-30 05:14:13.000000,31.06,false,0.00,Net Banking,Home Decor,31.06,1,2,2025-04-19 21:00:00.000000
1029,f3c3ff17-aa58-4223-b385-d6075cb730b0,Nicole Henson,67,101602,0,2025-04-13 13:37:42.000000,152.96,false,0.00,Paypal,Electronics,152.96,0,3,2025-04-19 21:00:00.000000
1030,665f7d06-b0d5-4393-9a08-ada020bb30dc,Jennifer Obrien,56,37062,1,2025-04-03 20:55:55.000000,779.63,false,0.00,Net Banking,Electronics,779.63,1,1,2025-04-19 21:00:00.000000
1031,fbab945c-1b0e-4b4c-8696-46442b9f0efd,Sharon Macdonald,52,129904,0,2025-03-21 17:42:48.000000,17.25,false,0.00,Paypal,Electronics,17.25,1,2,2025-04-19 21:00:00.000000
1032,b2357494-9d80-4e22-b29b-e7346ee0da2b,James Dyer,22,100027,0,2025-04-07 00:30:20.000000,431.40,false,0.00,Credit Card,Clothing,431.40,0,3,2025-04-19 21:00:00.000000
1033,ce4cefa4-486e-4f0e-81c0-0429ba33a0d9,Ray Edwards,20,46793,1,2025-03-29 05:29:10.000000,871.39,false,0.00,Paypal,Books,871.39,1,1,2025-04-19 21:00:00.000000
1034,5a17d021-7be4-4627-ab8c-f531677d1726,David Harvey,39,48269,0,2025-04-16 02:39:38.000000,284.66,false,0.00,Credit Card,Home Decor,284.66,0,1,2025-04-19 21:00:00.000000
1035,7c24df7b-4bbd-4162-bf8d-b899d57ae8ec,Terri Cortez,75,34450,1,2025-04-05 17:41:10.000000,968.37,false,0.00,Cod,Clothing,968.37,0,1,2025-04-19 21:00:00.000000
1036,96530f06-234f-45f4-ae39-626b49324296,Dana Lambert,21,86342,1,2025-04-17 04:40:26.000000,427.40,false,0.00,Net Banking,Sports,427.40,0,0,2025-04-19 21:00:00.000000
1037,1bb8934d-2017-424b-9f2e-2c1bb0adbdbe,Melissa Moore,57,111159,0,2025-04-01 14:10:30.000000,618.24,false,0.00,Cod,Books,618.24,1,3,2025-04-19 21:00:00.000000
1038,eb52ab21-8144-4bf3-87fa-07088dc7e943,Cindy Peterson,46,115463,0,2025-03-27 05:53:55.000000,534.86,false,0.00,Cod,Groceries,534.86,1,3,2025-04-19 21:00:00.000000
1039,90404494-350f-4912-9839-a625cf359145,Patricia Taylor,57,136222,1,2025-04-11 19:24:46.000000,367.86,true,64.97,Paypal,Groceries,367.86,0,2,2025-04-19 21:00:00.000000
1040,7a2140e2-0fce-4ac7-93bb-c1973c982a4d,Matthew Tucker,31,126032,0,2025-04-10 13:13:16.000000,151.80,false,0.00,Credit Card,Books,151.80,0,2,2025-04-19 21:00:00.000000
1041,16cbd9a8-7be6-4386-bf18-da2c93e10888,Vincent Hernandez,60,42445,0,2025-04-08 07:21:16.000000,176.15,false,0.00,Net Banking,Sports,176.15,0,1,2025-04-19 21:00:00.000000
1042,7c8eeaa3-263b-4376-9007-7303e032d74f,Fernando Vazquez,42,43942,1,2025-03-22 19:10:02.000000,911.47,false,0.00,Net Banking,Clothing,911.47,1,1,2025-04-19 21:00:00.000000
1043,1f956863-e935-40db-8e46-aab8cd2d3944,Jessica Martin,69,138305,1,2025-04-06 01:13:14.000000,503.61,false,0.00,Paypal,Books,503.61,0,2,2025-04-19 21:00:00.000000
1044,d3b5add5-1c1b-4540-bf6e-dd31737304c4,Amy Carney,50,106037,0,2025-04-07 15:31:41.000000,642.70,false,0.00,Net Banking,Electronics,642.70,0,3,2025-04-19 21:00:00.000000
1045,a4bf7b4d-9fad-42f1-8fd7-a9987b0510a1,Randall Garcia,74,68434,1,2025-04-11 22:44:12.000000,614.59,false,0.00,Paypal,Groceries,614.59,0,0,2025-04-19 21:00:00.000000
1046,1444c95c-55ac-40b8-bc6b-9b2306b0cc5f,Carol Kirk,47,43259,0,2025-04-08 23:12:23.000000,430.64,false,0.00,Upi,Electronics,430.64,0,1,2025-04-19 21:00:00.000000
1047,209a42f6-4bc1-410e-bb5c-4fef4517933d,Christopher Hopkins,60,42138,0,2025-03-29 01:41:06.000000,542.06,false,0.00,Cod,Books,542.06,1,1,2025-04-19 21:00:00.000000
1048,b7323310-99a8-4208-86c4-51eddd08bed0,Juan Hunter,36,42860,0,2025-04-08 12:19:47.000000,678.47,false,0.00,Credit Card,Groceries,678.47,0,1,2025-04-19 21:00:00.000000
1049,bc2bae72-ab95-4b00-b2ef-cdcf6a3a0c8f,Nicole Jackson,62,132970,0,2025-03-22 15:58:35.000000,811.17,false,0.00,Paypal,Groceries,811.17,1,2,2025-04-19 21:00:00.000000
1050,ff816f37-aff4-4b3a-8c03-32fc61c32f0d,Sarah Cochran,28,32421,0,2025-03-26 16:44:43.000000,375.30,true,86.39,Cod,Clothing,375.30,1,1,2025-04-19 21:00:00.000000
1051,c70e1aed-c7e5-425a-8cc8-fa6ae6c80759,Cody Palmer,37,41222,0,2025-03-21 07:12:28.000000,246.64,false,0.00,Upi,Books,246.64,1,1,2025-04-19 21:00:00.000000
1052,54fbdc15-6a12-45d4-9b8a-f72e8df2fc5a,Alexander Davis,32,97254,0,2025-04-18 17:15:06.000000,217.84,true,20.50,Upi,Home Decor,217.84,0,3,2025-04-19 21:00:00.000000
1053,b3db9faa-1b2b-48d6-8ed9-b5ed17d35b90,James Harrison,74,28413,0,2025-04-17 06:12:14.000000,945.43,true,192.60,Paypal,Books,945.43,0,1,2025-04-19 21:00:00.000000
1054,39fe9695-7dae-49c3-acc8-3490c0879088,Mallory Smith,52,89472,1,2025-04-08 14:13:53.000000,260.51,false,0.00,Cod,Books,260.51,0,3,2025-04-19 21:00:00.000000
1055,c0c3f992-fb0a-409b-9497-5d986290b520,Jeff Peters,69,109781,1,2025-03-23 13:11:53.000000,755.05,false,0.00,Upi,Sports,755.05,1,3,2025-04-19 21:00:00.000000
1056,1118985b-cb2d-4533-bc06-6d7b94967203,Steven Cline,69,53405,1,2025-04-06 15:05:38.000000,446.52,false,0.00,Credit Card,Electronics,446.52,0,1,2025-04-19 21:00:00.000000
